Year,Carrier Number,locality,CPT,Modifier,Non Facility Fee,Facility Fee,PCTC Indicator,Status Code,Multiple Surgery Indicator
2024,4412,18,56625,  ,701.87,701.87,0,A,2
2024,4412,18,56630,  ,1009.78,1009.78,0,A,2
2024,4412,18,56631,  ,1248.14,1248.14,0,A,2
2024,4412,18,56632,  ,1506.82,1506.82,0,A,2
2024,4412,18,56633,  ,1303.01,1303.01,0,A,2
2024,4412,18,56634,  ,1362.98,1362.98,0,A,2
2024,4412,18,56637,  ,1597.17,1597.17,0,A,2
2024,4412,18,56640,  ,1605.19,1605.19,0,A,2
2024,4412,18,56700,  ,212.72,212.72,0,A,2
2024,4412,18,56740,  ,330.85,330.85,0,A,2
2024,4412,18,56800,  ,265.84,265.84,0,A,2
2024,4412,18,56805,  ,1225.05,1225.05,0,A,2
2024,4412,18,56810,  ,286.95,286.95,0,A,2
2024,4412,18,56820,  ,130.33,87.93,0,A,2
2024,4412,18,56821,  ,175.09,119,0,A,2
2024,4412,18,57000,  ,211.86,211.86,0,A,2
2024,4412,18,57010,  ,481.4,481.4,0,A,2
2024,4412,18,57020,  ,129.8,83.06,0,A,2
2024,4412,18,57022,  ,190.04,190.04,0,A,2
2024,4412,18,57023,  ,336.65,336.65,0,A,2
2024,4412,18,57061,  ,172.72,120.31,0,A,2
2024,4412,18,57065,  ,256.19,194.76,0,A,2
2024,4412,18,57100,  ,107.64,68.58,0,A,2
2024,4412,18,57105,  ,183.85,153.13,0,A,2
2024,4412,18,57106,  ,562.92,562.92,0,A,2
2024,4412,18,57107,  ,1531.17,1531.17,0,A,2
2024,4412,18,57109,  ,1819.76,1819.76,0,A,2
2024,4412,18,57110,  ,948.66,948.66,0,A,2
2024,4412,18,57111,  ,1819.76,1819.76,0,A,2
2024,4412,18,57120,  ,556.87,556.87,0,A,2
2024,4412,18,57130,  ,239.15,181.39,0,A,2
2024,4412,18,57135,  ,257.01,196.91,0,A,2
2024,4412,18,57150,  ,59.36,26.97,0,A,2
2024,4412,18,57155,  ,407.61,291.09,0,A,2
2024,4412,18,57156,  ,234,154.87,0,A,2
2024,4412,18,57160,  ,77.01,47.96,0,A,2
2024,4412,18,57170,  ,80.49,49.44,0,A,2
2024,4412,18,57180,  ,204.1,126.31,0,A,2
2024,4412,18,57200,  ,348.5,348.5,0,A,2
2024,4412,18,57210,  ,412.91,412.91,0,A,2
2024,4412,18,57220,  ,362.55,362.55,0,A,2
2024,4412,18,57230,  ,440.92,440.92,0,A,2
2024,4412,18,57240,  ,642.91,642.91,0,A,2
2024,4412,18,57250,  ,646.39,646.39,0,A,2
2024,4412,18,57260,  ,817.51,817.51,0,A,2
2024,4412,18,57265,  ,914.69,914.69,0,A,2
2024,4412,18,57267,  ,260.99,260.99,0,A,0
2024,4412,18,57268,  ,530.95,530.95,0,A,2
2024,4412,18,57270,  ,853.67,853.67,0,A,2
2024,4412,18,57280,  ,1011.23,1011.23,0,A,2
2024,4412,18,57282,  ,727.45,727.45,0,A,2
2024,4412,18,57283,  ,733.42,733.42,0,A,2
2024,4412,18,57284,  ,871.53,871.53,0,A,2
2024,4412,18,57285,  ,725.64,725.64,0,A,2
2024,4412,18,57287,  ,775,775,0,A,2
2024,4412,18,57288,  ,777.99,777.99,0,A,2
2024,4412,18,57289,  ,834.31,834.31,0,A,2
2024,4412,18,57291,  ,578.6,578.6,0,A,2
2024,4412,18,57292,  ,870.71,870.71,0,A,2
2024,4412,18,57295,  ,525.5,525.5,0,A,2
2024,4412,18,57296,  ,1007.33,1007.33,0,A,2
2024,4412,18,57300,  ,643.07,643.07,0,A,2
2024,4412,18,57305,  ,1028.4,1028.4,0,A,2
2024,4412,18,57307,  ,1121.06,1121.06,0,A,2
2024,4412,18,57308,  ,691.56,691.56,0,A,2
2024,4412,18,57310,  ,512.31,512.31,0,A,2
2024,4412,18,57311,  ,577.37,577.37,0,A,2
2024,4412,18,57320,  ,594.25,594.25,0,A,2
2024,4412,18,57330,  ,794.84,794.84,0,A,2
2024,4412,18,57335,  ,1237.4,1237.4,0,A,2
2024,4412,18,57400,  ,136.65,136.65,0,A,2
2024,4412,18,57410,  ,111.07,111.07,0,A,2
2024,4412,18,57415,  ,183.94,183.94,0,A,2
2024,4412,18,57420,  ,138.32,93.91,0,A,2
2024,4412,18,57421,  ,185.57,127.81,0,A,2
2024,4412,18,57423,  ,973.4,973.4,0,A,2
2024,4412,18,57425,  ,1019.23,1019.23,0,A,2
2024,4412,18,57426,  ,914.73,914.73,0,A,2
2024,4412,18,57452,  ,131.67,94.94,0,A,2
2024,4412,18,57454,  ,176.4,140.01,0,A,3
2024,4412,18,57455,  ,168.45,113.7,0,A,3
2024,4412,18,57456,  ,158.78,106.03,0,A,3
2024,4412,18,57460,  ,322.9,166.98,0,A,3
2024,4412,18,57461,  ,360.53,191.59,0,A,3
2024,4412,18,57465,  ,57.28,44.59,0,A,0
2024,4412,18,57500,  ,157.73,78.6,0,A,2
2024,4412,18,57505,  ,159.73,113.98,0,A,2
2024,4412,18,57510,  ,173.96,118.87,0,A,2
2024,4412,18,57511,  ,206.83,154.42,0,A,2
2024,4412,18,57513,  ,213.18,153.75,0,A,2
2024,4412,18,57520,  ,368.88,311.45,0,A,2
2024,4412,18,57522,  ,316.42,268.01,0,A,2
2024,4412,18,57530,  ,392.97,392.97,0,A,2
2024,4412,18,57531,  ,1979.29,1979.29,0,A,2
2024,4412,18,57540,  ,832.1,832.1,0,A,2
2024,4412,18,57545,  ,876.69,876.69,0,A,2
2024,4412,18,57550,  ,454.43,454.43,0,A,2
2024,4412,18,57555,  ,651.02,651.02,0,A,2
2024,4412,18,57556,  ,618.07,618.07,0,A,2
2024,4412,18,57558,  ,164.81,135.09,0,A,2
2024,4412,18,57700,  ,373.51,373.51,0,A,2
2024,4412,18,57720,  ,350.64,350.64,0,A,2
2024,4412,18,57800,  ,80.5,50.45,0,A,2
2024,4412,18,58100,  ,105.31,66.25,0,A,2
2024,4412,18,58110,  ,52.45,42.1,0,A,0
2024,4412,18,58120,  ,310.58,245.14,0,A,2
2024,4412,18,58140,  ,969.5,969.5,0,A,2
2024,4412,18,58145,  ,598.74,598.74,0,A,2
2024,4412,18,58146,  ,1214.28,1214.28,0,A,2
2024,4412,18,58150,  ,1067.99,1067.99,0,A,2
2024,4412,18,58152,  ,1301.35,1301.35,0,A,2
2024,4412,18,58180,  ,1011.09,1011.09,0,A,2
2024,4412,18,58200,  ,1416.56,1416.56,0,A,2
2024,4412,18,58210,  ,1912.9,1912.9,0,A,2
2024,4412,18,58240,  ,3064.8,3064.8,0,A,2
2024,4412,18,58260,  ,882.25,882.25,0,A,2
2024,4412,18,58262,  ,975.16,975.16,0,A,2
2024,4412,18,58263,  ,1045.25,1045.25,0,A,2
2024,4412,18,58267,  ,1124.83,1124.83,0,A,2
2024,4412,18,58270,  ,939.85,939.85,0,A,2
2024,4412,18,58275,  ,1040.89,1040.89,0,A,2
2024,4412,18,58280,  ,1115.13,1115.13,0,A,2
2024,4412,18,58285,  ,1494.6,1494.6,0,A,2
2024,4412,18,58290,  ,1210.45,1210.45,0,A,2
2024,4412,18,58291,  ,1307.51,1307.51,0,A,2
2024,4412,18,58292,  ,1378.06,1378.06,0,A,2
2024,4412,18,58294,  ,1279.4,1279.4,0,A,2
2024,4412,18,58301,  ,114.48,69.41,0,A,2
2024,4412,18,58321,  ,85.3,50.58,0,A,2
2024,4412,18,58322,  ,95.12,60.4,0,A,2
2024,4412,18,58323,  ,15.65,12.64,0,A,2
2024,4412,18,58340,  ,244.61,59.97,0,A,2
2024,4412,18,58345,  ,303.87,303.87,0,A,2
2024,4412,18,58346,  ,509.68,509.68,0,A,2
2024,4412,18,58350,  ,158.07,98.98,0,A,2
2024,4412,18,58353,  ,932.25,242.14,0,A,2
2024,4412,18,58356,  ,1682.91,372.12,0,A,2
2024,4412,18,58400,  ,486.18,486.18,0,A,2
2024,4412,18,58410,  ,857.87,857.87,0,A,2
2024,4412,18,58520,  ,839.92,839.92,0,A,2
2024,4412,18,58540,  ,964.86,964.86,0,A,2
2024,4412,18,58541,  ,766.85,766.85,0,A,3
2024,4412,18,58542,  ,871.76,871.76,0,A,2
2024,4412,18,58543,  ,886.48,886.48,0,A,2
2024,4412,18,58544,  ,952.87,952.87,0,A,2
2024,4412,18,58545,  ,949.99,949.99,0,A,2
2024,4412,18,58546,  ,1171.46,1171.46,0,A,2
2024,4412,18,58548,  ,1977.75,1977.75,0,A,2
2024,4412,18,58550,  ,927.96,927.96,0,A,3
2024,4412,18,58552,  ,1030.7,1030.7,0,A,2
2024,4412,18,58553,  ,1178.12,1178.12,0,A,2
2024,4412,18,58554,  ,1371.82,1371.82,0,A,2
2024,4412,18,58555,  ,368.84,158.16,0,A,2
2024,4412,18,58558,  ,1331.59,242.16,0,A,3
2024,4412,18,58559,  ,297.26,297.26,0,A,3
2024,4412,18,58560,  ,327.52,327.52,0,A,3
2024,4412,18,58561,  ,374.93,374.93,0,A,3
2024,4412,18,58562,  ,443.35,232.01,0,A,3
2024,4412,18,58563,  ,2103.82,257.17,0,A,3
2024,4412,18,58565,  ,1678.65,481.04,0,A,3
2024,4412,18,58570,  ,848.48,848.48,0,A,2
2024,4412,18,58571,  ,955.64,955.64,0,A,2
2024,4412,18,58572,  ,1067.08,1067.08,0,A,2
2024,4412,18,58573,  ,1281.3,1281.3,0,A,2
2024,4412,18,58575,  ,2030.15,2030.15,0,A,2
2024,4412,18,58580,  ,3120.67,411.95,0,A,2
2024,4412,18,58600,  ,390.75,390.75,0,A,2
2024,4412,18,58605,  ,354.98,354.98,0,A,2
2024,4412,18,58611,  ,78.9,78.9,0,A,0
2024,4412,18,58615,  ,266.58,266.58,0,A,2
2024,4412,18,58660,  ,724.1,724.1,0,A,3
2024,4412,18,58661,  ,686.17,686.17,0,A,3
2024,4412,18,58662,  ,750.86,750.86,0,A,3
2024,4412,18,58670,  ,391.42,391.42,0,A,3
2024,4412,18,58671,  ,391.42,391.42,0,A,3
2024,4412,18,58672,  ,768.85,768.85,0,A,3
2024,4412,18,58673,  ,834.13,834.13,0,A,3
2024,4412,18,58674,  ,854.84,854.84,0,A,2
2024,4412,18,58700,  ,844.62,844.62,0,A,2
2024,4412,18,58720,  ,800.08,800.08,0,A,2
2024,4412,18,58740,  ,950.76,950.76,0,A,2
2024,4412,18,58750,  ,957.02,957.02,0,A,2
2024,4412,18,58752,  ,954.69,954.69,0,A,2
2024,4412,18,58760,  ,863.2,863.2,0,A,2
2024,4412,18,58770,  ,906.46,906.46,0,A,2
2024,4412,18,58800,  ,378.83,331.75,0,A,2
2024,4412,18,58805,  ,450.58,450.58,0,A,2
2024,4412,18,58820,  ,355.95,355.95,0,A,2
2024,4412,18,58822,  ,751.85,751.85,0,A,2
2024,4412,18,58825,  ,746.5,746.5,0,A,2
2024,4412,18,58900,  ,460.07,460.07,0,A,2
2024,4412,18,58920,  ,751.51,751.51,0,A,2
2024,4412,18,58925,  ,809.29,809.29,0,A,2
2024,4412,18,58940,  ,585,585,0,A,2
2024,4412,18,58943,  ,1261.51,1261.51,0,A,2
2024,4412,18,58950,  ,1208.84,1208.84,0,A,2
2024,4412,18,58951,  ,1515.64,1515.64,0,A,2
2024,4412,18,58952,  ,1731.19,1731.19,0,A,2
2024,4412,18,58953,  ,2103.34,2103.34,0,A,2
2024,4412,18,58954,  ,2277.41,2277.41,0,A,2
2024,4412,18,58956,  ,1430.53,1430.53,0,A,2
2024,4412,18,58957,  ,1672.15,1672.15,0,A,2
2024,4412,18,58958,  ,1740.49,1740.49,0,A,2
2024,4412,18,58960,  ,1047.49,1047.49,0,A,2
2024,4412,18,58970,  ,251.32,205.25,0,A,2
2024,4412,18,58976,  ,269.8,221.39,0,A,2
2024,4412,18,59000,  ,125.07,87.01,0,A,2
2024,4412,18,59001,  ,192.15,192.15,0,A,2
2024,4412,18,59012,  ,217.71,217.71,0,A,2
2024,4412,18,59015,  ,169.59,141.88,0,A,2
2024,4412,18,59020,  ,74.59,74.59,1,A,0
2024,4412,18,59020,TC,35.19,35.19,1,A,0
2024,4412,18,59020,26,39.4,39.4,1,A,0
2024,4412,18,59025,  ,51.5,51.5,1,A,0
2024,4412,18,59025,TC,20.5,20.5,1,A,0
2024,4412,18,59025,26,31,31,1,A,0
2024,4412,18,59030,  ,121.02,121.02,0,A,2
2024,4412,18,59050,  ,53.59,53.59,0,A,0
2024,4412,18,59051,  ,45.45,45.45,0,A,0
2024,4412,18,59070,  ,425.19,332.71,0,A,2
2024,4412,18,59072,  ,561.63,561.63,0,A,2
2024,4412,18,59074,  ,409.83,332.71,0,A,2
2024,4412,18,59076,  ,561.63,561.63,0,A,2
2024,4412,18,59100,  ,926.71,926.71,0,A,2
2024,4412,18,59120,  ,883.75,883.75,0,A,2
2024,4412,18,59121,  ,884.38,884.38,0,A,2
2024,4412,18,59130,  ,1027.04,1027.04,0,A,2
2024,4412,18,59136,  ,974.42,974.42,0,A,2
2024,4412,18,59140,  ,450.32,450.32,0,A,2
2024,4412,18,59150,  ,857.28,857.28,0,A,2
2024,4412,18,59151,  ,839.18,839.18,0,A,2
2024,4412,18,59160,  ,288.95,203.47,0,A,2
2024,4412,18,59200,  ,108.9,47.8,0,A,2
2024,4412,18,59300,  ,243.26,159.46,0,A,2
2024,4412,18,59320,  ,163.29,163.29,0,A,2
2024,4412,18,59325,  ,259.64,259.64,0,A,2
2024,4412,18,59350,  ,301.47,301.47,0,A,2
2024,4412,18,59400,  ,2588.68,2588.68,0,A,2
2024,4412,18,59409,  ,859.73,859.73,0,A,2
2024,4412,18,59410,  ,1161.89,1161.89,0,A,2
2024,4412,18,59412,  ,110.82,110.82,0,A,0
2024,4412,18,59414,  ,98.03,98.03,0,A,2
2024,4412,18,59425,  ,599.5,466.62,0,A,0
2024,4412,18,59426,  ,1097.37,857.32,0,A,0
2024,4412,18,59430,  ,280.11,193.3,0,A,2
2024,4412,18,59510,  ,2893.88,2893.88,0,A,2
2024,4412,18,59514,  ,979.64,979.64,0,A,2
2024,4412,18,59515,  ,1449.31,1449.31,0,A,2
2024,4412,18,59525,  ,520.65,520.65,0,A,0
2024,4412,18,59610,  ,2730.13,2730.13,0,A,2
2024,4412,18,59612,  ,980.85,980.85,0,A,2
2024,4412,18,59614,  ,1265.8,1265.8,0,A,2
2024,4412,18,59618,  ,2927.04,2927.04,0,A,2
2024,4412,18,59620,  ,1016.35,1016.35,0,A,2
2024,4412,18,59622,  ,1502.7,1502.7,0,A,2
2024,4412,18,59812,  ,387.8,332.04,0,A,2
2024,4412,18,59820,  ,468.03,414.61,0,A,2
2024,4412,18,59821,  ,462.66,406.9,0,A,2
2024,4412,18,59830,  ,500.81,500.81,0,A,2
2024,4412,18,59840,  ,267.75,239.37,0,R,2
2024,4412,18,59841,  ,458.01,402.93,0,R,2
2024,4412,18,59850,  ,423.8,423.8,0,R,2
2024,4412,18,59851,  ,461.53,461.53,0,R,2
2024,4412,18,59852,  ,634.57,634.57,0,R,2
2024,4412,18,59855,  ,460.48,460.48,0,R,2
2024,4412,18,59856,  ,539.17,539.17,0,R,2
2024,4412,18,59857,  ,628.41,628.41,0,R,2
2024,4412,18,59866,  ,257.14,257.14,0,R,2
2024,4412,18,59870,  ,574.45,574.45,0,A,2
2024,4412,18,59871,  ,143.92,143.92,0,A,2
2024,4412,18,60000,  ,192.82,164.44,0,A,2
2024,4412,18,60100,  ,112.71,78.32,0,A,2
2024,4412,18,60200,  ,706.27,706.27,0,A,2
2024,4412,18,60210,  ,747.08,747.08,0,A,2
2024,4412,18,60212,  ,1093.85,1093.85,0,A,2
2024,4412,18,60220,  ,744.5,744.5,0,A,2
2024,4412,18,60225,  ,987.32,987.32,0,A,2
2024,4412,18,60240,  ,967.88,967.88,0,A,2
2024,4412,18,60252,  ,1390.46,1390.46,0,A,2
2024,4412,18,60254,  ,1754.03,1754.03,0,A,2
2024,4412,18,60260,  ,1145.02,1145.02,0,A,2
2024,4412,18,60270,  ,1436.62,1436.62,0,A,2
2024,4412,18,60271,  ,1111.12,1111.12,0,A,2
2024,4412,18,60280,  ,475.17,475.17,0,A,2
2024,4412,18,60281,  ,622.5,622.5,0,A,2
2024,4412,18,60300,  ,108.88,49.45,0,A,2
2024,4412,18,60500,  ,1026.71,1026.71,0,A,2
2024,4412,18,60502,  ,1381.94,1381.94,0,A,2
2024,4412,18,60505,  ,1475.68,1475.68,0,A,2
2024,4412,18,60512,  ,254.25,254.25,0,A,0
2024,4412,18,60520,  ,1114.47,1114.47,0,A,2
2024,4412,18,60521,  ,1185.47,1185.47,0,A,2
2024,4412,18,60522,  ,1437.02,1437.02,0,A,2
2024,4412,18,60540,  ,1139.38,1139.38,0,A,2
2024,4412,18,60545,  ,1323.95,1323.95,0,A,2
2024,4412,18,60600,  ,1445.31,1445.31,0,A,2
2024,4412,18,60605,  ,1732.56,1732.56,0,A,2
2024,4412,18,60650,  ,1259.26,1259.26,0,A,2
2024,4412,18,61000,  ,124.68,124.68,0,A,2
2024,4412,18,61001,  ,117.97,117.97,0,A,2
2024,4412,18,61020,  ,116.3,116.3,0,A,2
2024,4412,18,61026,  ,117.35,117.35,0,A,2
2024,4412,18,61050,  ,81.44,81.44,0,A,2
2024,4412,18,61055,  ,122.02,122.02,0,A,0
2024,4412,18,61070,  ,58.58,58.58,0,A,2
2024,4412,18,61105,  ,509.51,509.51,0,A,2
2024,4412,18,61107,  ,343.57,343.57,0,A,0
2024,4412,18,61108,  ,993,993,0,A,2
2024,4412,18,61120,  ,826.35,826.35,0,A,2
2024,4412,18,61140,  ,1402.51,1402.51,0,A,2
2024,4412,18,61150,  ,1489.71,1489.71,0,A,2
2024,4412,18,61151,  ,1096.07,1096.07,0,A,2
2024,4412,18,61154,  ,1407.58,1407.58,0,A,2
2024,4412,18,61156,  ,1367.81,1367.81,0,A,2
2024,4412,18,61210,  ,402.83,402.83,0,A,2
2024,4412,18,61215,  ,565.71,565.71,0,A,2
2024,4412,18,61250,  ,956.78,956.78,0,A,2
2024,4412,18,61253,  ,1096.07,1096.07,0,A,2
2024,4412,18,61304,  ,1806.54,1806.54,0,A,2
2024,4412,18,61305,  ,2211.35,2211.35,0,A,2
2024,4412,18,61312,  ,2282.92,2282.92,0,A,2
2024,4412,18,61313,  ,2188.34,2188.34,0,A,2
2024,4412,18,61314,  ,2010.75,2010.75,0,A,2
2024,4412,18,61315,  ,2282.44,2282.44,0,A,2
2024,4412,18,61316,  ,96.02,96.02,0,A,0
2024,4412,18,61320,  ,2087.07,2087.07,0,A,2
2024,4412,18,61321,  ,2342.58,2342.58,0,A,2
2024,4412,18,61322,  ,2626.31,2626.31,0,A,2
2024,4412,18,61323,  ,2636.74,2636.74,0,A,2
2024,4412,18,61330,  ,1978.94,1978.94,0,A,2
2024,4412,18,61333,  ,2224.58,2224.58,0,A,2
2024,4412,18,61340,  ,1588.39,1588.39,0,A,2
2024,4412,18,61343,  ,2413.15,2413.15,0,A,2
2024,4412,18,61345,  ,2252.67,2252.67,0,A,2
2024,4412,18,61450,  ,2118.53,2118.53,0,A,2
2024,4412,18,61458,  ,2216.3,2216.3,0,A,2
2024,4412,18,61460,  ,2322.82,2322.82,0,A,2
2024,4412,18,61500,  ,1402.48,1402.48,0,A,2
2024,4412,18,61501,  ,1215.63,1215.63,0,A,2
2024,4412,18,61510,  ,2424.77,2424.77,0,A,2
2024,4412,18,61512,  ,2812.04,2812.04,0,A,2
2024,4412,18,61514,  ,2109.03,2109.03,0,A,2
2024,4412,18,61516,  ,2066.69,2066.69,0,A,2
2024,4412,18,61517,  ,95.68,95.68,0,A,0
2024,4412,18,61518,  ,3051.56,3051.56,0,A,2
2024,4412,18,61519,  ,3238.7,3238.7,0,A,2
2024,4412,18,61520,  ,4056.74,4056.74,0,A,2
2024,4412,18,61521,  ,3502.57,3502.57,0,A,2
2024,4412,18,61522,  ,2412.73,2412.73,0,A,2
2024,4412,18,61524,  ,2298.77,2298.77,0,A,2
2024,4412,18,61526,  ,3588.57,3588.57,0,A,2
2024,4412,18,61530,  ,3384.89,3384.89,0,A,2
2024,4412,18,61531,  ,1351.74,1351.74,0,A,2
2024,4412,18,61533,  ,1685.2,1685.2,0,A,2
2024,4412,18,61534,  ,1821.42,1821.42,0,A,2
2024,4412,18,61535,  ,1109.07,1109.07,0,A,2
2024,4412,18,61536,  ,2841.03,2841.03,0,A,2
2024,4412,18,61537,  ,2709.2,2709.2,0,A,2
2024,4412,18,61538,  ,2932.66,2932.66,0,A,2
2024,4412,18,61539,  ,2601.95,2601.95,0,A,2
2024,4412,18,61540,  ,2400.6,2400.6,0,A,2
2024,4412,18,61541,  ,2371.07,2371.07,0,A,2
2024,4412,18,61543,  ,2397.07,2397.07,0,A,2
2024,4412,18,61544,  ,2095.01,2095.01,0,A,2
2024,4412,18,61545,  ,3510.61,3510.61,0,A,2
2024,4412,18,61546,  ,2545.1,2545.1,0,A,2
2024,4412,18,61548,  ,1709.89,1709.89,0,A,2
2024,4412,18,61550,  ,1319.4,1319.4,0,A,2
2024,4412,18,61552,  ,1639.53,1639.53,0,A,2
2024,4412,18,61556,  ,1884.99,1884.99,0,A,2
2024,4412,18,61557,  ,1860.55,1860.55,0,A,2
2024,4412,18,61558,  ,2076.95,2076.95,0,A,2
2024,4412,18,61559,  ,2643.77,2643.77,0,A,2
2024,4412,18,61563,  ,2186.83,2186.83,0,A,2
2024,4412,18,61564,  ,2652.9,2652.9,0,A,2
2024,4412,18,61566,  ,2470.62,2470.62,0,A,2
2024,4412,18,61567,  ,2814,2814,0,A,2
2024,4412,18,61570,  ,2064.93,2064.93,0,A,2
2024,4412,18,61571,  ,2196.7,2196.7,0,A,2
2024,4412,18,61575,  ,2760.66,2760.66,0,A,2
2024,4412,18,61576,  ,4555.53,4555.53,0,A,2
2024,4412,18,61580,  ,2611.98,2611.98,0,A,2
2024,4412,18,61581,  ,2811.57,2811.57,0,A,2
2024,4412,18,61582,  ,3224.2,3224.2,0,A,2
2024,4412,18,61583,  ,3169.92,3169.92,0,A,2
2024,4412,18,61584,  ,3123.9,3123.9,0,A,2
2024,4412,18,61585,  ,3574.38,3574.38,0,A,2
2024,4412,18,61586,  ,2728.76,2728.76,0,A,2
2024,4412,18,61590,  ,3169.85,3169.85,0,A,2
2024,4412,18,61591,  ,3242.71,3242.71,0,A,2
2024,4412,18,61592,  ,3449.26,3449.26,0,A,2
2024,4412,18,61595,  ,2538.35,2538.35,0,A,2
2024,4412,18,61596,  ,2532.76,2532.76,0,A,2
2024,4412,18,61597,  ,3234.6,3234.6,0,A,2
2024,4412,18,61598,  ,3109.41,3109.41,0,A,2
2024,4412,18,61600,  ,2232.89,2232.89,0,A,2
2024,4412,18,61601,  ,2638.99,2638.99,0,A,2
2024,4412,18,61605,  ,2255.2,2255.2,0,A,2
2024,4412,18,61606,  ,3139.04,3139.04,0,A,2
2024,4412,18,61607,  ,3321.26,3321.26,0,A,2
2024,4412,18,61608,  ,3584.92,3584.92,0,A,2
2024,4412,18,61611,  ,512.96,512.96,0,A,0
2024,4412,18,61613,  ,3595.14,3595.14,0,A,2
2024,4412,18,61615,  ,3065.81,3065.81,0,A,2
2024,4412,18,61616,  ,3626.83,3626.83,0,A,2
2024,4412,18,61618,  ,1394.94,1394.94,0,A,2
2024,4412,18,61619,  ,1538.76,1538.76,0,A,2
2024,4412,18,61623,  ,620.33,620.33,0,A,2
2024,4412,18,61624,  ,1253.25,1253.25,0,A,2
2024,4412,18,61626,  ,960.74,960.74,0,A,2
2024,4412,18,61630,  ,1464.23,1464.23,0,R,2
2024,4412,18,61635,  ,1589.99,1589.99,0,R,2
2024,4412,18,61645,  ,902.48,902.48,0,A,0
2024,4412,18,61650,  ,628.38,628.38,0,A,2
2024,4412,18,61651,  ,268.61,268.61,0,A,0
2024,4412,18,61680,  ,2501.71,2501.71,0,A,2
2024,4412,18,61682,  ,4593.29,4593.29,0,A,2
2024,4412,18,61684,  ,3131.26,3131.26,0,A,2
2024,4412,18,61686,  ,4941.42,4941.42,0,A,2
2024,4412,18,61690,  ,2406.04,2406.04,0,A,2
2024,4412,18,61692,  ,4016.48,4016.48,0,A,2
2024,4412,18,61697,  ,4646.75,4646.75,0,A,2
2024,4412,18,61698,  ,5088.51,5088.51,0,A,2
2024,4412,18,61700,  ,3754.04,3754.04,0,A,2
2024,4412,18,61702,  ,4423.16,4423.16,0,A,2
2024,4412,18,61703,  ,1500.48,1500.48,0,A,2
2024,4412,18,61705,  ,2867.37,2867.37,0,A,2
2024,4412,18,61708,  ,2806.22,2806.22,0,A,2
2024,4412,18,61710,  ,2366.88,2366.88,0,A,2
2024,4412,18,61711,  ,2872.62,2872.62,0,A,2
2024,4412,18,61720,  ,1404.08,1404.08,0,A,2
2024,4412,18,61735,  ,1761.11,1761.11,0,A,2
2024,4412,18,61736,  ,1324.49,1324.49,0,A,0
2024,4412,18,61737,  ,1603.06,1603.06,0,A,0
2024,4412,18,61750,  ,1552.27,1552.27,0,A,2
2024,4412,18,61751,  ,1529.12,1529.12,0,A,2
2024,4412,18,61760,  ,1738.47,1738.47,0,A,2
2024,4412,18,61770,  ,1790.05,1790.05,0,A,2
2024,4412,18,61781,  ,258.57,258.57,0,A,0
2024,4412,18,61782,  ,178.79,178.79,0,A,0
2024,4412,18,61783,  ,250.99,250.99,0,A,0
2024,4412,18,61790,  ,969.56,969.56,0,A,2
2024,4412,18,61791,  ,1243.67,1243.67,0,A,2
2024,4412,18,61796,  ,1122.69,1122.69,0,A,0
2024,4412,18,61797,  ,241.23,241.23,0,A,0
2024,4412,18,61798,  ,1521.8,1521.8,0,A,0
2024,4412,18,61799,  ,333.28,333.28,0,A,0
2024,4412,18,61800,  ,164.97,164.97,0,A,0
2024,4412,18,61850,  ,1088.52,1088.52,0,A,2
2024,4412,18,61860,  ,1725.21,1725.21,0,A,2
2024,4412,18,61863,  ,1660.23,1660.23,0,A,2
2024,4412,18,61864,  ,310.11,310.11,0,A,0
2024,4412,18,61867,  ,2514.81,2514.81,0,A,2
2024,4412,18,61868,  ,548.17,548.17,0,A,0
2024,4412,18,61880,  ,643.5,643.5,0,A,2
2024,4412,18,61885,  ,575.39,575.39,0,A,2
2024,4412,18,61886,  ,961.51,961.51,0,A,2
2024,4412,18,61888,  ,436.35,436.35,0,A,2
2024,4412,18,61889,  ,1315.62,1315.62,0,A,2
2024,4412,18,61891,  ,623.14,623.14,0,A,2
2024,4412,18,61892,  ,854.98,854.98,0,A,2
2024,4412,18,62000,  ,1141.26,1141.26,0,A,2
2024,4412,18,62005,  ,1405.22,1405.22,0,A,2
2024,4412,18,62010,  ,1696.6,1696.6,0,A,2
2024,4412,18,62100,  ,1712.17,1712.17,0,A,2
2024,4412,18,62115,  ,1859.24,1859.24,0,A,2
2024,4412,18,62117,  ,2167.22,2167.22,0,A,2
2024,4412,18,62120,  ,2257.95,2257.95,0,A,2
2024,4412,18,62121,  ,1660.17,1660.17,0,A,2
2024,4412,18,62140,  ,1113.73,1113.73,0,A,2
2024,4412,18,62141,  ,1252.33,1252.33,0,A,2
2024,4412,18,62142,  ,979.05,979.05,0,A,2
2024,4412,18,62143,  ,1147.67,1147.67,0,A,2
2024,4412,18,62145,  ,1566.8,1566.8,0,A,2
2024,4412,18,62146,  ,1380.23,1380.23,0,A,2
2024,4412,18,62147,  ,1551.69,1551.69,0,A,2
2024,4412,18,62148,  ,138.02,138.02,0,A,0
2024,4412,18,62160,  ,206.36,206.36,0,A,0
2024,4412,18,62161,  ,1682.76,1682.76,0,A,2
2024,4412,18,62162,  ,2084.69,2084.69,0,A,2
2024,4412,18,62164,  ,2309.25,2309.25,0,A,2
2024,4412,18,62165,  ,1634.15,1634.15,0,A,2
